Region,Week,RF_Monday,RF_Tuesday,RF_Wednesday,RF_Thursday,RF_Friday,RF_Saturday,RF_Sunday,XGB_Monday,XGB_Tuesday,XGB_Wednesday,XGB_Thursday,XGB_Friday,XGB_Saturday,XGB_Sunday
London,2025-W21,16183,15258,14333,13409,12484,10172,10638,16141,15219,14296,13374,12451,10146,10610
