Region,Week,RF_Monday,RF_Tuesday,RF_Wednesday,RF_Thursday,RF_Friday,RF_Saturday,RF_Sunday,XGB_Monday,XGB_Tuesday,XGB_Wednesday,XGB_Thursday,XGB_Friday,XGB_Saturday,XGB_Sunday
North East and Yorkshire,2025-W22,14042,13239,12437,11634,10832,8826,9230,14239,13425,12611,11798,10984,8950,9360
