Region,Week,RF_Monday,RF_Tuesday,RF_Wednesday,RF_Thursday,RF_Friday,RF_Saturday,RF_Sunday,XGB_Monday,XGB_Tuesday,XGB_Wednesday,XGB_Thursday,XGB_Friday,XGB_Saturday,XGB_Sunday
East of England,2025-W21,8965,8452,7940,7428,6915,5635,5894,9080,8561,8042,7523,7004,5707,5969
