Region,Week,RF_Monday,RF_Tuesday,RF_Wednesday,RF_Thursday,RF_Friday,RF_Saturday,RF_Sunday,XGB_Monday,XGB_Tuesday,XGB_Wednesday,XGB_Thursday,XGB_Friday,XGB_Saturday,XGB_Sunday
South East,2025-W21,14103,13298,12492,11686,10880,8865,9270,13572,12797,12021,11246,10470,8531,8922
