Region,Week,RF_Monday,RF_Tuesday,RF_Wednesday,RF_Thursday,RF_Friday,RF_Saturday,RF_Sunday,XGB_Monday,XGB_Tuesday,XGB_Wednesday,XGB_Thursday,XGB_Friday,XGB_Saturday,XGB_Sunday
North East and Yorkshire,2025-W21,13059,12313,11566,10820,10074,8208,8585,13177,12424,11671,10918,10165,8282,8661
