Region,Week,RF_Monday,RF_Tuesday,RF_Wednesday,RF_Thursday,RF_Friday,RF_Saturday,RF_Sunday,XGB_Monday,XGB_Tuesday,XGB_Wednesday,XGB_Thursday,XGB_Friday,XGB_Saturday,XGB_Sunday
North West,2025-W21,12040,11352,10664,9976,9288,7568,7917,12305,11602,10899,10195,9492,7734,8090
