Region,Date,Day,RandomForest,XGBoost
Midlands,2025-05-19,Monday,16207,16313
Midlands,2025-05-20,Tuesday,15281,15381
Midlands,2025-05-21,Wednesday,14355,14449
Midlands,2025-05-22,Thursday,13428,13516
Midlands,2025-05-23,Friday,12502,12584
Midlands,2025-05-24,Saturday,10187,10254
Midlands,2025-05-25,Sunday,10653,10723
