Region,Date,Day,RandomForest,XGBoost
North West,2025-04-28,Monday,11672,11809
North West,2025-04-29,Tuesday,11005,11134
North West,2025-04-30,Wednesday,10338,10459
North West,2025-05-01,Thursday,9671,9784
North West,2025-05-02,Friday,9004,9109
North West,2025-05-03,Saturday,7336,7422
North West,2025-05-04,Sunday,7673,7764
