Region,Date,Day,RandomForest,XGBoost
South West,2025-05-26,Monday,7990,8047
South West,2025-05-27,Tuesday,7533,7587
South West,2025-05-28,Wednesday,7076,7127
South West,2025-05-29,Thursday,6620,6668
South West,2025-05-30,Friday,6163,6208
South West,2025-05-31,Saturday,5022,5058
South West,2025-06-01,Sunday,5254,5292
