Month,Actual,Predicted
2024-11,417571,416947.84
2024-12,419766,416665.515
2025-01,389706,397749.015
2025-02,366988,368097.31
2025-03,422273,413149.6
2025-04,403417,404580.125
2025-05,419346,411405.61
