Month,Actual,Predicted
2024-11,404936,402735.97
2024-12,409556,411244.56
2025-01,398191,400303.97
2025-02,368126,378335.9
2025-03,414054,411659.0
2025-04,398660,401471.5
2025-05,415478,411975.53
