Month,Actual,Predicted
2024-11,335182,327501.75
2024-12,339419,336314.88
2025-01,326659,329834.1
2025-02,305898,300511.97
2025-03,350326,347687.1
2025-04,338887,336761.25
2025-05,353404,344382.3
