Region,Actual,Predicted
North West,312881.0,312481.7524061203
North West,313618.0,311591.702934742
North West,298672.0,309022.14374637604
North West,283307.0,305902.10799741745
North West,322953.0,307600.89956331253
North West,308912.0,306466.20320653915
North West,324822.0,304731.6626882553
