Month,Total_Attendances,Type1_Attendances,Type2_Attendances,Other_Attendances,Over_4hr_Waits,Over_12hr_Waits,Emergency_Admissions,NEL_YTD_Growth,A&E near me,Accident,Ambulance,emergency symptoms,Flu Symptoms,hospital waiting times,NHS 111,stroke,flu_positivity,covid_positivity,gp_lrt_infection,nhs111_ari,ed_covid_like,ed_respiratory,gp_ari,MeanTemp,AirFrost,Rainfall,E07b - Under 75 mortality rate from respiratory disease considered preventable,E04b - Under 75 mortality rate from cardiovascular disease considered preventable,E05b - Under 75 mortality rate from cancer considered preventable,C18 - Smoking Prevalence in adults (aged 18 and over) - current smokers (APS),E15 - Estimated dementia diagnosis rate (aged 65 and older),C24a - Cancer screening coverage: breast cancer,D10 - Adjusted antibiotic prescribing in primary care by the NHS,Supporting information - % population aged 65+,Population,Type,Total Attendances,Admitted Attendances,Delays >12hrs (count),12hr %,age_0_4_years,age_0_4_years_delayed,age_15_24_years,age_15_24_years_delayed,age_25_44_years,age_25_44_years_delayed,age_45_64_years,age_45_64_years_delayed,age_5_14_years,age_5_14_years_delayed,age_65_79_years,age_65_79_years_delayed,age_80_years,age_80_years_delayed,age_null_unknown,age_null_unknown_delayed,age_total_attendances,age_total_attendances_delayed,chief_complaint_airway_breathing,chief_complaint_airway_breathing_delayed,chief_complaint_circulation_chest,chief_complaint_circulation_chest_delayed,chief_complaint_environmental,chief_complaint_environmental_delayed,chief_complaint_eye,chief_complaint_eye_delayed,chief_complaint_gastrointestinal,chief_complaint_gastrointestinal_delayed,chief_complaint_general_minor_admin,chief_complaint_general_minor_admin_delayed,chief_complaint_genitourinary,chief_complaint_genitourinary_delayed,chief_complaint_head_and_neck,chief_complaint_head_and_neck_delayed,chief_complaint_neurological,chief_complaint_neurological_delayed,chief_complaint_null_unknown,chief_complaint_null_unknown_delayed,chief_complaint_obgyn,chief_complaint_obgyn_delayed,chief_complaint_psychosocial_behaviour_change,chief_complaint_psychosocial_behaviour_change_delayed,chief_complaint_skin,chief_complaint_skin_delayed,chief_complaint_total_attendances,chief_complaint_total_attendances_delayed,chief_complaint_trauma_musculoskeletal,chief_complaint_trauma_musculoskeletal_delayed,ethnicity_any_asian_background,ethnicity_any_asian_background_delayed,ethnicity_any_black_background,ethnicity_any_black_background_delayed,ethnicity_any_mixed_background,ethnicity_any_mixed_background_delayed,ethnicity_any_other_ethnic_group,ethnicity_any_other_ethnic_group_delayed,ethnicity_any_white_background,ethnicity_any_white_background_delayed,ethnicity_not_stated,ethnicity_not_stated_delayed,ethnicity_null_unknown,ethnicity_null_unknown_delayed,ethnicity_total_attendances,ethnicity_total_attendances_delayed,gender_female,gender_female_delayed,gender_indeterminate,gender_indeterminate_delayed,gender_male,gender_male_delayed,gender_null_unknown,gender_null_unknown_delayed,gender_total_attendances,gender_total_attendances_delayed,Total_Attendances_lag1,Total_Attendances_lag2,Total_Attendances_lag3,Type1_Attendances_lag1,Type1_Attendances_lag2,Type1_Attendances_lag3,Over_4hr_Waits_lag1,Over_4hr_Waits_lag2,Over_4hr_Waits_lag3,Over_12hr_Waits_lag1,Over_12hr_Waits_lag2,Over_12hr_Waits_lag3,Emergency_Admissions_lag1,Emergency_Admissions_lag2,Emergency_Admissions_lag3,flu_positivity_lag1,flu_positivity_lag2,flu_positivity_lag3,MeanTemp_lag1,MeanTemp_lag2,MeanTemp_lag3,Total_Attendances_roll3_mean,Total_Attendances_roll3_std,Over_4hr_Waits_roll3_mean,Over_4hr_Waits_roll3_std,Emergency_Admissions_roll3_mean,Emergency_Admissions_roll3_std,Month_Num,Quarter,Is_Winter,Is_Holiday_Month,Is_Financial_Year_End
2020-05-01,1261837,924218,26479,311140,72861,93,312719,-0.343164,30,54,58,44,9,15,14,68,127.09677419354838,1113.3870967741937,5846.179122807018,16.1255,14.13467741935484,9.565666666666663,7.923833333333333,12.4,1.6,9.6,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,916575.0,1531801.0,1969691.0,689720.0,1013021.0,1237255.0,78135.0,216801.0,305307.0,251.0,1174.0,1621.0,257928.0,325833.0,382277.0,146.4,132.25806451612902,120.46428571428572,10.2,6.4,6.2,1236737.6666666667,308380.02556802105,122599.0,81623.93259332716,298826.6666666667,36021.10423534146,5,2,0,0,0
2020-06-01,1410602,1016132,30894,363576,90711,159,337709,-0.287278,31,61,70,43,7,18,9,62,332.2,2337.8,5846.179122807018,16.1255,67.99317073170731,9.565666666666663,7.923833333333333,15.0,0.0,91.2,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1261837.0,916575.0,1531801.0,924218.0,689720.0,1013021.0,72861.0,78135.0,216801.0,93.0,251.0,1174.0,312719.0,257928.0,325833.0,127.09677419354838,146.4,132.25806451612902,12.4,10.2,6.4,1196338.0,253442.81097123274,80569.0,9170.544803882773,302785.3333333333,40807.60088921346,6,2,0,0,0
2020-07-01,1588286,1120421,32759,435106,113278,271,363383,-0.247811,40,76,72,45,8,22,9,56,415.8709677419355,3108.322580645161,5846.179122807018,16.1255,93.8716129032258,9.565666666666663,7.923833333333333,15.7,0.0,66.0,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1410602.0,1261837.0,916575.0,1016132.0,924218.0,689720.0,90711.0,72861.0,78135.0,159.0,93.0,251.0,337709.0,312719.0,257928.0,332.2,127.09677419354838,146.4,15.0,12.4,10.2,1420241.6666666667,163437.84684195195,92283.33333333333,20254.3241391401,337937.0,25332.76952881391,7,3,0,0,0
2020-08-01,1698528,1177618,32231,488679,165961,335,370208,-0.222246,57,86,60,39,9,26,11,61,256.4516129032258,2242.3548387096776,5846.179122807018,16.1255,44.23467741935484,9.565666666666663,7.923833333333333,17.4,0.0,114.6,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1588286.0,1410602.0,1261837.0,1120421.0,1016132.0,924218.0,113278.0,90711.0,72861.0,271.0,159.0,93.0,363383.0,337709.0,312719.0,415.8709677419355,332.2,127.09677419354838,15.7,15.0,12.4,1565805.3333333333,145273.46849763495,123316.66666666667,38616.34040575764,357100.0,17136.31573588683,8,3,0,0,0
2020-09-01,1670375,1160746,33295,476334,191872,346,370595,-0.201386,60,87,71,49,24,23,13,50,304.8666666666667,2143.733333333333,5846.179122807018,16.1255,52.22133333333333,9.565666666666663,7.923833333333333,13.9,0.0,47.8,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1698528.0,1588286.0,1410602.0,1177618.0,1120421.0,1016132.0,165961.0,113278.0,90711.0,335.0,271.0,159.0,370208.0,363383.0,337709.0,256.4516129032258,415.8709677419355,332.2,17.4,15.7,15.0,1652396.3333333333,57277.822779268994,157037.0,40049.750823195056,368062.0,4056.7503004255295,9,3,0,0,0
2020-10-01,1574880,1107461,33012,434407,220656,1268,371959,-0.19342,54,84,72,54,28,25,10,51,383.483870967742,3060.3870967741937,5846.179122807018,16.1255,58.60354838709677,9.565666666666663,7.923833333333333,10.3,0.1,144.2,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1670375.0,1698528.0,1588286.0,1160746.0,1177618.0,1120421.0,191872.0,165961.0,113278.0,346.0,335.0,271.0,370595.0,370208.0,363383.0,304.8666666666667,256.4516129032258,415.8709677419355,13.9,17.4,15.7,1647927.6666666667,64808.32551712283,192829.66666666666,27360.073105409316,370920.6666666667,919.8066825893042,10,4,0,0,0
2020-11-01,1457200,1030384,31872,394944,212322,2148,348677,-0.192449,40,70,66,51,20,19,9,49,168.13333333333333,1725.2666666666669,5846.179122807018,16.1255,21.712,9.565666666666663,7.923833333333333,8.4,2.7,64.1,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1574880.0,1670375.0,1698528.0,1107461.0,1160746.0,1177618.0,220656.0,191872.0,165961.0,1268.0,346.0,335.0,371959.0,370595.0,370208.0,383.483870967742,304.8666666666667,256.4516129032258,10.3,13.9,17.4,1567485.0,106779.72501837614,208283.33333333334,14810.900895399316,363743.6666666667,13065.92734302989,11,4,1,0,0
2020-12-01,1434754,1023961,29806,380987,256591,3745,356505,-0.189342,47,72,57,47,25,25,8,47,142.09677419354838,1263.967741935484,5846.179122807018,16.1255,20.80516129032258,9.565666666666663,7.923833333333333,4.8,8.3,137.0,17.935084716728166,30.21294443117293,52.99250706904301,13.383522343842104,67.4,73.98764296425873,0.7491078612282849,18.35746873015873,2099203.5555555555,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1457200.0,1574880.0,1670375.0,1030384.0,1107461.0,1160746.0,212322.0,220656.0,191872.0,2148.0,1268.0,346.0,348677.0,371959.0,370595.0,168.13333333333333,383.483870967742,304.8666666666667,8.4,10.3,13.9,1488944.6666666667,75263.6490301484,229856.33333333334,23524.895118434382,359047.0,11847.328981673587,12,4,1,1,0
2021-01-01,1263561,919250,25719,318592,247901,3825,348045,-0.19018,34,57,72,55,19,24,11,52,118.25806451612904,1054.1935483870968,5846.179122807018,16.1255,14.912419354838711,9.565666666666663,7.923833333333333,2.9,16.7,128.4,16.250229211211725,31.004753881376423,51.28829140032347,12.533826500934213,61.6,64.10406062389154,0.7320286040477305,18.51664603174603,2110724.5,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1434754.0,1457200.0,1574880.0,1023961.0,1030384.0,1107461.0,256591.0,212322.0,220656.0,3745.0,2148.0,1268.0,356505.0,348677.0,371959.0,142.09677419354838,168.13333333333333,383.483870967742,4.8,8.4,10.3,1385171.6666666667,105914.21724364189,238938.0,23456.07846593295,351075.6666666667,4712.547223459548,1,1,1,1,0
2021-02-01,1230121,880439,27859,321823,180562,1021,323046,-0.187695,34,54,62,50,13,20,8,52,120.46428571428572,1012.1428571428572,5846.179122807018,16.1255,12.686071428571427,9.565666666666663,7.923833333333333,4.8,10.5,75.4,16.250229211211725,31.004753881376423,51.28829140032347,12.533826500934213,61.6,64.10406062389154,0.7320286040477305,18.51664603174603,2110724.5,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1263561.0,1434754.0,1457200.0,919250.0,1023961.0,1030384.0,247901.0,256591.0,212322.0,3825.0,3745.0,2148.0,348045.0,356505.0,348677.0,118.25806451612904,142.09677419354838,168.13333333333333,2.9,4.8,8.4,1309478.6666666667,109772.44761930645,228351.33333333334,41614.23206468357,342532.0,17397.44369153132,2,1,1,0,0
2021-03-01,1622302,1128679,35528,458095,206161,688,382922,-0.167553,45,55,62,55,12,23,8,56,132.25806451612902,1070.4193548387098,5846.179122807018,16.1255,13.29548387096774,9.565666666666663,7.923833333333333,7.0,4.0,50.4,16.250229211211725,31.004753881376423,51.28829140032347,12.533826500934213,61.6,64.10406062389154,0.7320286040477305,18.51664603174603,2110724.5,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1230121.0,1263561.0,1434754.0,880439.0,919250.0,1023961.0,180562.0,247901.0,256591.0,1021.0,3825.0,3745.0,323046.0,348045.0,356505.0,120.46428571428572,118.25806451612904,142.09677419354838,4.8,2.9,4.8,1371994.6666666667,217416.37298127613,211541.33333333334,33990.384233387835,351337.6666666667,30073.494714338336,3,1,1,0,1
2021-04-01,1787500,1222784,35234,529482,239717,526,392276,0.566957,56,62,68,54,10,27,8,62,146.4,1178.6666666666667,5846.179122807018,16.1255,15.362333333333334,9.565666666666663,7.923833333333333,6.2,12.9,11.1,16.250229211211725,31.004753881376423,51.28829140032347,12.533826500934213,61.6,64.10406062389154,0.7320286040477305,18.51664603174603,2110724.5,T1,1241285.0,286240.0,128580.0,0.104,0.1091530148193203,0.0724042761319172,0.1146150964524665,0.0629017607602012,0.2358563907563532,0.1687395192845165,0.1970377471732922,0.2021205980994969,0.0948734577474149,0.0429185299049748,0.1388681890138042,0.2224007825600894,0.1095920759535481,0.2285145332588038,0.0,0.0,1241285.0,286240.0,0.0912320765007824,0.1518518518518518,0.1169634164368618,0.1310938845822566,0.0060556322987445,0.0063565891472868,0.0465590449635795,0.0069767441860465,0.1134054775946702,0.1294056847545219,0.100835452974549,0.1503531438415159,0.0305636121744715,0.0345908699397071,0.0448463408790861,0.03099052540913,0.0768474011244717,0.0954694229112833,0.0591545562516247,0.0820327304048234,0.0142266580351817,0.0183634797588285,0.0215566237301267,0.0208957795004306,0.0527166239340201,0.0295607235142118,980905.0,290250.0,0.2250421804354142,0.1120757967269595,0.0785623167836716,0.0640674198925727,0.0424090359969925,0.0343767364326727,0.0212340860514822,0.0137247638451565,0.0426033403451859,0.0304130394517503,0.7026087470748748,0.7583997036488238,0.0730119708374517,0.0684015558436747,0.0395662789027717,0.0306167808853491,1183710.0,269950.0,0.5132624659123408,0.5205072666294019,0.0011198072964709,0.0013100894354387,0.4852390869139641,0.4780429010620458,0.0003746117934237,0.0001397428731134,1241285.0,286240.0,1622302.0,1230121.0,1263561.0,1128679.0,880439.0,919250.0,206161.0,180562.0,247901.0,688.0,1021.0,3825.0,382922.0,323046.0,348045.0,132.25806451612902,120.46428571428572,118.25806451612904,7.0,4.8,2.9,1546641.0,286288.8010401385,208813.33333333334,29666.55794549379,366081.3333333333,37562.005608504674,4,2,0,0,0
