Region,Actual,Predicted
Midlands,417571.00000000006,400028.1053985357
Midlands,419766.0,398532.1864169836
Midlands,389706.0,394779.2939401865
Midlands,366988.0,395751.30177760124
Midlands,422273.0,401317.5462914705
Midlands,403417.0,408684.2903199196
Midlands,419346.00000000006,413747.7432720661
